email_cost,best_static_policy,personalized_gain_vs_best_static,standard_error,ci_low,ci_high,z_stat,p_value_two_sided,personalization_supported,ci_label
0.0,mens_all,-0.07846994905334229,0.06369890461770655,-0.20331750795869927,0.046377609852014695,-1.231888515576291,0.21799073198945984,False,paired_fixed_policy_influence_function_95pct
0.05,mens_all,-0.07800067802835382,0.06370292154488835,-0.20285610996631565,0.04685475390960801,-1.224444281937533,0.22078467312988737,False,paired_fixed_policy_influence_function_95pct
0.1,mens_all,-0.07999570803863944,0.06364500262137723,-0.20473762097249615,0.04474620489521727,-1.2569047803255222,0.20878811734571323,False,paired_fixed_policy_influence_function_95pct
0.25,mens_all,-0.07815126455757127,0.06367583806228223,-0.20295361384504917,0.04665108472990666,-1.2273299721808202,0.21969859482653342,False,paired_fixed_policy_influence_function_95pct
0.5,mens_all,-0.08789393869119902,0.06960370125100723,-0.2243146863338587,0.048526808951460665,-1.2627767936396501,0.2066694068531304,False,paired_fixed_policy_influence_function_95pct
1.0,no_email_all,0.029603645034555197,0.06508066168345517,-0.0979521079550528,0.1571593980241632,0.45487621466640754,0.649198295531012,False,paired_fixed_policy_influence_function_95pct
