review_tier,product_count,review_count,product_share,review_share
BOTTOM_80_PCT,37696,237923,0.800016978289013,0.08027739078825857
P1_5_PCT,1884,779186,0.03998387062543772,0.2629044649686665
P5_20_PCT,7068,542813,0.15000318342918992,0.18315005832116693
TOP_1_PCT,471,1403839,0.00999596765635943,0.473668085921908
