policy,direct_method_value,ipw_value,aipw_value,aipw_standard_error,aipw_bootstrap_ci_low,aipw_bootstrap_ci_high,ci_label,gain_vs_best_static_point_estimate
no_email_all,0.6671692181330757,0.6519529687500001,0.6570620491934415,0.07928508186497624,0.5090769948086565,0.814865749922805,fixed_policy_stratified_bootstrap_95pct,-0.7677657303842388
mens_all,1.4475998433353854,1.4208604687500002,1.4248277795776803,0.1214860022036323,1.209820830072964,1.6677691759783622,fixed_policy_stratified_bootstrap_95pct,0.0
womens_all,1.0663211939973032,1.07991140625,1.0758080890473711,0.10366121213528647,0.8813524650710383,1.2844517847546875,fixed_policy_stratified_bootstrap_95pct,-0.3490196905303091
personalized_dr,1.4765490885727,1.3358850000000002,1.3463578305243382,0.11865571012358261,1.1247191540988826,1.5850416096190698,fixed_policy_stratified_bootstrap_95pct,-0.07846994905334204
