policy_a,policy_b,aipw_value_difference,bootstrap_ci_low,bootstrap_ci_high,bootstrap_p_value_two_sided,ci_label,bootstrap_p_value_holm,significant_holm
personalized_dr,no_email_all,0.6892957813308968,0.4167391704560823,0.9668262205887969,0.0009995002498750624,paired_fixed_policy_stratified_bootstrap_95pct,0.0029985007496251873,True
personalized_dr,mens_all,-0.07846994905334204,-0.20418245005496655,0.04717708919217917,0.223888055972014,paired_fixed_policy_stratified_bootstrap_95pct,0.223888055972014,False
personalized_dr,womens_all,0.2705497414769671,-0.023086627304042838,0.5621928577608557,0.06596701649175413,paired_fixed_policy_stratified_bootstrap_95pct,0.13193403298350825,False
